机构名称,表中文名,字段中文（可忽略）,数据元
卫健委,出生医学证明信息,出生证明编号,出生医学证明编号
卫健委,重性精神病人信息,患者姓名,患者姓名
卫健委,重性精神病人信息,患者身份证号,患者公民身份号码
卫健委,重性精神病人信息,监护人姓名,监护人姓名
卫健委,重性精神病人信息,与患者关系,与患者关系
卫健委,重性精神病人信息,监护人电话,监护人联系电话
卫健委,重性精神病人信息,辖区村（居委会）联系人电话,居委会联系电话
卫健委,重性精神病人信息,目前诊断情况,目前诊断情况
卫健委,重性精神病人信息,确诊医院,确诊医院
卫健委,重性精神病人信息,确诊日期,疾病确诊日期
卫健委,重性精神病人信息,卡状态,精神病人卡状态
卫健委,重性精神病人信息,终止原因,终止原因
卫健委,重性精神病人信息,终止时间,终止日期
卫健委,重性精神病人信息,就业情况,就业情况
卫健委,重性精神病人信息,死亡日期,死亡日期
卫健委,重性精神病人信息,死亡原因,死亡原因
卫健委,重性精神病人信息,躯体疾病死亡原因,躯体疾病死亡原因
卫健委,重性精神病人信息,既往症状,既往症状
卫健委,重性精神病人信息,既往症状其他,既往症状其他
法院,宣告死亡信息,申请人姓名,申请人姓名
法院,宣告死亡信息,与当事人关系,与当事人关系
法院,宣告死亡信息,判决法院,判决法院
法院,宣告死亡信息,判决日期,判决日期
法院,宣告死亡信息,当事人姓名,案件当事人
法院,宣告死亡信息,当事人身份证号,当事人公民身份号码
法院,宣告死亡信息,案号代码,案号
民政,死者火化信息,出生日期,出生日期
民政,死者火化信息,身份证号码,公民身份号码
民政,死者火化信息,火化日期,火化日期
民政,死者火化信息,死亡日期,死亡日期
民政,死者火化信息,户籍所在地,户籍地
民政,死者火化信息,姓名,姓名
民政,死者火化信息,民族,民族
民政,死者火化信息,国籍,国籍
民政,死者火化信息,所在殡仪馆,所属殡仪馆
民政,死者火化信息,性别,性别
民政,死者火化信息,火化编号,火化证编号
人社,丧葬费发放,职工账号,职工账号
人社,丧葬费发放,职工姓名,职工姓名
人社,丧葬费发放,身份证号码,公民身份号码
人社,丧葬费发放,死亡时间,死亡时间
卫健委,居民死亡医学证明(推断)书,出生日期,出生日期
卫健委,居民死亡医学证明(推断)书,报卡日期,死亡报卡日期
卫健委,居民死亡医学证明(推断)书,死亡日期,死亡日期
卫健委,居民死亡医学证明(推断)书,报卡单位,死亡报卡单位
卫健委,居民死亡医学证明(推断)书,死亡原因,死亡原因
卫健委,居民死亡医学证明(推断)书,国家或地区,国家地区
卫健委,居民死亡医学证明(推断)书,婚姻状况,婚姻状况
卫健委,居民死亡医学证明(推断)书,家属地址,死者家属地址
卫健委,居民死亡医学证明(推断)书,家属电话,家属联系电话
卫健委,居民死亡医学证明(推断)书,联系家属姓名,联系家属姓名
卫健委,居民死亡医学证明(推断)书,死者生前工作单位,死者生前工作单位
卫健委,居民死亡医学证明(推断)书,民族,民族
卫健委,居民死亡医学证明(推断)书,证件号码,身份证件号码
卫健委,居民死亡医学证明(推断)书,最高诊断单位,最高诊断单位
卫健委,居民死亡医学证明(推断)书,死亡地点,死亡地点
卫健委,居民死亡医学证明(推断)书,文化程度,学历
卫健委,居民死亡医学证明(推断)书,户口街道代码,户口街道代码
卫健委,居民死亡医学证明(推断)书,户口详细地址,户口详址
卫健委,居民死亡医学证明(推断)书,户口区县代码,户口县区代码
卫健委,居民死亡医学证明(推断)书,户口市代码,户口市代码
卫健委,居民死亡医学证明(推断)书,户口省代码,户口省代码
卫健委,居民死亡医学证明(推断)书,居住街道代码,居住街道代码
卫健委,居民死亡医学证明(推断)书,居住详细地址,居住地详细地址
卫健委,居民死亡医学证明(推断)书,居住区县代码,居住县区代码
卫健委,居民死亡医学证明(推断)书,居住市代码,居住市代码
卫健委,居民死亡医学证明(推断)书,居住省代码,居住省代码
卫健委,居民死亡医学证明(推断)书,性别,性别
卫健委,居民死亡医学证明(推断)书,死者姓名,死者姓名
卫健委,居民死亡医学证明(推断)书,诊断依据,诊断依据
卫健委,居民死亡医学证明(推断)书,证件类型,身份证件类型
卫健委,居民死亡医学证明(推断)书,死亡证明编号,死亡证明编号
卫健委,居民死亡医学证明(推断)书,直接导致死亡的疾病名称,直接导致死亡的疾病名称
卫健委,居民死亡医学证明(推断)书,死亡证明发证机关,发证机关
电力公司,自然人窃电信息,窃电总额,窃电总额
电力公司,自然人窃电信息,窃电量,窃电量
电力公司,自然人窃电信息,身份证号,公民身份号码
电力公司,自然人窃电信息,用电户名,用户名
电力公司,自然人窃电信息,用电地址,用电地址
电力公司,自然人窃电信息,窃电时段,窃电时段
电力公司,自然人窃电信息,统计年月,电费统计年月
电力公司,自然人窃电信息,用电户号,用户号
发改委,失信被执行人信息,地域名称,所在地区
发改委,失信被执行人信息,企业法人姓名,法定代表人姓名
发改委,失信被执行人信息,身份证号码／组织机构代码,身份证件号码或组织机构代码
发改委,失信被执行人信息,证件号码,身份证件号码
发改委,失信被执行人信息,证件类型,身份证件类型
发改委,失信被执行人信息,执行法院,执行法院
发改委,失信被执行人信息,失信被执行人具体情形,失信被执行人具体情形
发改委,失信被执行人信息,法律生效文书确定的义务,法律生效文书确定的义务
发改委,失信被执行人信息,执行依据文号,失信被执行人执行依据文号
发改委,失信被执行人信息,作出执行依据单位,作出执行依据单位名称
发改委,失信被执行人信息,失信被执行人姓名／名称,失信被执行人名称
发改委,失信被执行人信息,标识自然人或企业法人,自然人或企业法定代表人姓名
发改委,失信被执行人信息,被执行人的履行情况,失信被执行人履行情况
发改委,失信被执行人信息,已履行部分,失信被执行人已履行部分
发改委,失信被执行人信息,发布时间,失信信息发布时间
发改委,失信被执行人信息,立案时间,立案时间
发改委,失信被执行人信息,性别,性别
发改委,失信被执行人信息,未履行部分,失信被执行人未履行部分
发改委,失信被执行人信息,案号,案号
发改委,证监领域行政处罚信息,处罚处理名称,处罚处理名称
发改委,证监领域行政处罚信息,处罚处理内容,处罚处理内容
发改委,证监领域行政处罚信息,处罚处理日期,处罚处理日期
发改委,证监领域行政处罚信息,处罚处理种类,处罚处理种类
发改委,证监领域行政处罚信息,处罚对象类型,处罚对象类型
发改委,证监领域行政处罚信息,处罚对象名称,处罚对象名称
发改委,证监领域行政处罚信息,处罚机关,处罚机关
发改委,证监领域行政处罚信息,加密证件号码,身份证件号码
发改委,证监领域行政处罚信息,实际处罚部门,处罚部门
发改委,证监领域行政处罚信息,信息类型,处罚信息类型
发改委,证监领域行政处罚信息,有效截止日期,有效期截止日期
发改委,证监领域行政处罚信息,证件类型,身份证件类型
发改委,证监领域行政处罚信息,真实证件号码,身份证件号码
发改委,重大税收违法案件人员信息,案件上报期,案件上报时间
发改委,重大税收违法案件人员信息,案件性质,案件性质
发改委,重大税收违法案件人员信息,法定代表人或者负责人姓名,法定代表人或者负责人姓名
发改委,重大税收违法案件人员信息,法定代表人或者负责人性别,法定代表人或者负责人性别
发改委,重大税收违法案件人员信息,法定代表人或者负责人证件号码,法定代表人或者负责人身份证件号码
发改委,重大税收违法案件人员信息,法定代表人或者负责人证件名称,法定代表人或负责人证件名称
发改委,重大税收违法案件人员信息,负有直接责任的财务负责人性别,负有直接责任的财务负责人性别
发改委,重大税收违法案件人员信息,负有直接责任的财务负责人姓名,负有直接责任的财务负责人姓名
发改委,重大税收违法案件人员信息,负有直接责任的财务负责人证件号码,负有直接责任的财务负责人证件号码
发改委,重大税收违法案件人员信息,负有直接责任的财务负责人证件名称,负有直接责任的财务负责人身份证件名称
发改委,重大税收违法案件人员信息,负有直接责任的中介机构信息及其从业人员信息,负有直接责任的中介机构及其从业人员信息
发改委,重大税收违法案件人员信息,纳税人识别号,纳税人识别号
发改委,重大税收违法案件人员信息,相关法律依据及税务处理处罚情况,相关法律依据及税务处理处罚情况
发改委,重大税收违法案件人员信息,注册地址,企业注册地址
